"region";"mun_obr";"oktmo";"year";"F1ST";"F1SIS";"F1SIGAL";"F1SSD";"F1SCM";"F1SNO";"F1SH";"F1SVOCS";"F1SOGAL";"F5SFS";"F5SFSD";"F5SFCM";"F5SFNO";"F5SFH";"F5STS";"F5STSD";"F5STCM";"F5STNO";"F5STH";"F1BTWC";"F1BSWC";"F1BGALWC";"F1BSDWC";"F1BCMWC";"F1BNO2WC";"F1BHWC";"F1BVOCSWC";"F1BOGALWC";"F1BTWCO";"F1BSWCO";"F1BGALWCO";"F1BSDWCO";"F1BCMWCO";"F1BNO2WCO";"F1BHWCO";"F1BVOCSWCO";"F1BOGALWCO";"F1BTTF";"F1BSTF";"F1BGALTF";"F1BSDTF";"F1BCMTF";"F1BNO2TF";"F1BHTF";"F1BVOCSTF";"F1BOGALTF";"F1BTTFC";"F1BSTFC";"F1BGALTFC";"F1BSDTFC";"F1BCMTFC";"F1BNO2TFC";"F1BHTFC";"F1BVOCSTFC";"F1BOGALTFC";"F1BTTFU";"F1BSTFU";"F1BGALTFU";"F1BSDTFU";"F1BCMTFU";"F1BNO2TFU";"F1BHTFU";"F1BVOCSTFU";"F1BOGALTFU";"F1BTE";"F1BSE";"F1BGALE";"F1BSDE";"F1BCME";"F1BNO2E";"F1BHE";"F1BVOCSE";"F1BOGALE"
Ростовская область;Дубовский муниципальный район;"60613000";2019;56.598;4.177;52.421;0.778;2.137;0.283;47.329;1.406;0.488;4.161;0.709;1.615;0.141;0.026;0.016;0.069;0.522;0.142;1.38;56.598;4.177;52.421;0.778;2.137;0.283;47.329;1.406;0.488;3.84;0.956;2.884;0.491;1.122;0.12;1.138;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.598;4.177;52.421;0.778;2.137;0.283;47.329;1.406;0.488
Ростовская область;Дубовский муниципальный район;"60613000";2020;1196.884134;10.189000001;1186.695234;2.38897;4.12475;1.631514;1174.369;3.691;0.49;1.178000001;0.63197;1.75175;0.307514;0.011;9.011;1.757;2.373;1.324;3.677;1195.860134;9.165000001;1186.695234;2.38897;4.12475;1.631514;1174.369;3.691;0.49;1141.789134;6.756000001;1135.033234;2.30297;3.22875;1.317514;1128.135;0.047;0.002;173.549;173.549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.525;172.525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1196.884134;10.189000001;1186.695234;2.38897;4.12475;1.631514;1174.369;3.691;0.49
Ростовская область;Егорлыкский муниципальный район;"60615000";2019;901.296;19.378;881.918;1.015;92.589;106.449;662.163;16.109;3.593;0.0400001511;0.541;5.474;2.023;0.455;19.338;0.474;87.115;104.426;15.671;889.043;7.125;881.918;1.015;92.589;106.449;662.163;16.109;3.593;524.984;6.011;518.973;0.533;89.336;105.496;323.057;0.541;0.01;55.756;55.756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.503;43.503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.503;43.503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;901.296;19.378;881.918;1.015;92.589;106.449;662.163;16.109;3.593
Ростовская область;Егорлыкский муниципальный район;"60615000";2020;1088.21355134;20.36850015;1067.84505134;0.80623;94.720061;107.30569434;826.396;29.864566;8.7525;0.0030001511;0.09243;90.021061;105.84659434;0.524566;20.3655;0.7138;4.699;1.4591;28.721;1075.96055134;8.11550015;1067.84505134;0.80623;94.720061;107.30569434;826.396;29.864566;8.7525;522.32555134;6.19800015;516.12765134;0.09443;89.788061;105.70359434;319.74;0.758566;0.043;55.756;55.756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.503;43.503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.503;43.503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1088.21355134;20.36850015;1067.84505134;0.80623;94.720061;107.30569434;826.396;29.864566;8.7525
Ростовская область;Заветинский муниципальный район;"60617000";2019;9.343;4.338;5.005;1.852;2.419;0.375;0.015;0.344;0.0;3.649;1.701;2.037;0.268;0.022;0.689;0.151;0.382;0.107;0.322;9.343;4.338;5.005;1.852;2.419;0.375;0.015;0.344;0.0;7.099;2.762;4.337;1.847;2.131;0.34;0.0;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.343;4.338;5.005;1.852;2.419;0.375;0.015;0.344;0.0
Ростовская область;Заветинский муниципальный район;"60617000";2020;9.4393808;5.497;3.9423808;1.58798;1.6796;0.2292948;0.015;0.395506;0.035;4.086;1.43298;1.0566;0.1172948;0.007506;1.411;0.155;0.623;0.112;0.388;9.4393808;5.497;3.9423808;1.58798;1.6796;0.2292948;0.015;0.395506;0.035;7.0683808;4.086;2.9826808;1.58028;1.1646;0.1952948;0.0;0.007506;0.035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.4393808;5.497;3.9423808;1.58798;1.6796;0.2292948;0.015;0.395506;0.035
Ростовская область;Зерноградский муниципальный район;"60618000";2019;884.057;82.911;801.146;2.348;130.742;79.805;152.836;395.042;40.373;9.234;1.575;110.633;73.594;0.632;73.677;0.773;20.109;6.211;27.504;876.8;75.654;801.146;2.348;130.742;79.805;152.836;395.042;40.373;388.702;18.875;369.827;1.775;113.168;74.894;1.76;178.143;0.087;64.618;64.618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.361;57.361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.589;43.589;0.0;0.0;0.0;0.0;0.0;0.0;0.0;884.057;82.911;801.146;2.348;130.742;79.805;152.836;395.042;40.373
Ростовская область;Зерноградский муниципальный район;"60618000";2020;3072.392745801;870.877914189;2201.515373908;12.0047059;58.1870728;9.32668048;175.925;37.125246228;1908.9466685;9.7073010604;10.7518902;34.5874446;3.52124358;2.2752090266;861.17060991681;1.2527159;23.5996278;5.80549;34.789937201;3009.291745801;807.7769141886;2201.5153739076;12.0047059;58.1870728;9.32668048;175.925;37.1252462276;1908.9466685;851.06820930142;779.21341701467;71.85497386842;11.136578;28.5599368;5.14088518;20.3180000604;2.82519442802;3.8743794;541.456;541.456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;478.355;478.355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.589;43.589;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3072.392745801;870.877914189;2201.515373908;12.0047059;58.1870728;9.32668048;175.925;37.125246228;1908.9466685
Ростовская область;Зимовниковский муниципальный район;"60619000";2019;1379.069;24.071;1354.998;5.477;16.827;4.322;1142.201;54.278;131.893;5.385;2.842;6.467;1.563;0.018;17.268;1.593;6.57;1.163;63.236;1373.514;18.516;1354.998;5.477;16.827;4.322;1142.201;54.278;131.893;88.071;10.11;77.961;4.556;8.38;2.093;52.333;4.954;5.645;123.559;123.559;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.004;118.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.004;118.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1379.069;24.071;1354.998;5.477;16.827;4.322;1142.201;54.278;131.893
Ростовская область;Зимовниковский муниципальный район;"60619000";2020;81.8701593;31.502760138;50.3680603;3.67857;9.5908;1.8572693;13.697707;19.133054;2.41066;3.951;1.7324;4.00585;0.5749093;4.182;27.551760138;1.94617;5.58495;1.28236;19.112674;76.3351593;25.967760138;50.3680603;3.67857;9.5908;1.8572693;13.697707;19.133054;2.41066;39.4821593;19.398760138;20.0844083;3.59757;6.0328;1.2232693;3.093066;5.981043;0.15666;477.487;477.487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;471.952;471.952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;113.253;113.253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.8701593;31.502760138;50.3680603;3.67857;9.5908;1.8572693;13.697707;19.133054;2.41066
Ростовская область;Кагальницкий муниципальный район;"60622000";2019;389.3112;68.8012;320.51;0.993;21.628;7.303;251.816;33.119;5.651;1.429;0.422;7.333;2.231;14.191;67.3722;0.571;14.295;5.072;18.928;384.3432;63.8332;320.51;0.993;21.628;7.303;251.816;33.119;5.651;124.293;50.89;73.403;0.542;9.418;3.649;58.79;0.955;0.049;55.889;55.889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.921;50.921;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.445;4.445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;389.3112;68.8012;320.51;0.993;21.628;7.303;251.816;33.119;5.651
Ростовская область;Кагальницкий муниципальный район;"60622000";2020;573.155779883;8.919;564.236079883;1.437554;28.107129;14.23083087;238.386;274.663566013;7.411;0.002;0.131534;8.550469;3.32135087;0.015566013;8.91745;1.306322;19.55608;10.90976;274.6153;572.214779883;7.978;564.236079883;1.437554;28.107129;14.23083087;238.386;274.663566013;7.411;27.209779883;3.397;23.812079883;0.297554;16.644129;6.20583087;0.0;0.619566013;0.045;7.092;7.092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.151;6.151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.629;4.629;0.0;0.0;0.0;0.0;0.0;0.0;0.0;573.155779883;8.919;564.236079883;1.437554;28.107129;14.23083087;238.386;274.663566013;7.411
Ростовская область;Каменский муниципальный район;"60623000";2019;1976.222;138.232;1837.99;25.082;88.277;65.301;462.07;1156.865;40.395;12.052;23.282;58.086;46.332;4.541;86.277;1.232;19.113;13.0;1144.288;1925.811;87.821;1837.99;25.082;88.277;65.301;462.07;1156.865;40.395;1365.549;13.161;1352.388;23.109;66.413;47.313;341.913;853.686;19.954;464.953;464.953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;414.542;414.542;0.0;0.0;0.0;0.0;0.0;0.0;0.0;274.877;274.877;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1976.222;138.232;1837.99;25.082;88.277;65.301;462.07;1156.865;40.395
Ростовская область;Каменский муниципальный район;"60623000";2020;2142.84059665;151.386001;1991.45452665;30.71252;117.301904;61.27810265;565.89;1175.323;40.949;15.876;28.16352;81.236944;42.36913265;4.662;130.966;1.986;25.43;13.102;1162.448;2091.14059665;99.686001;1991.45452665;30.71252;117.301904;61.27810265;565.89;1175.323;40.949;1592.92959665;18.455001;1574.47452665;28.22852;91.766904;44.02210265;503.87;882.636;23.951;482.468;482.468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;430.768;430.768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;291.103;291.103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2142.84059665;151.386001;1991.45452665;30.71252;117.301904;61.27810265;565.89;1175.323;40.949
Ростовская область;Кашарский муниципальный район;"60624000";2019;50.093;17.974;32.119;2.991;11.409;6.992;0.457;10.262;0.008;16.985;2.146;5.012;0.604;0.023;0.989;0.845;6.397;6.388;10.239;36.17;4.051;32.119;2.991;11.409;6.992;0.457;10.262;0.008;9.403;0.637;8.766;2.387;5.013;0.604;0.457;0.303;0.002;65.461;65.461;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.538;51.538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.093;17.974;32.119;2.991;11.409;6.992;0.457;10.262;0.008
Ростовская область;Кашарский муниципальный район;"60624000";2020;16.64458468;3.7846;12.85998468;0.80816;3.00405;0.50278468;0.415;8.12699;0.003;0.743;0.41416;1.24905;0.16078468;0.031;3.0416;0.394;1.755;0.342;8.09599;16.64458468;3.7846;12.85998468;0.80816;3.00405;0.50278468;0.415;8.12699;0.003;7.45217468;0.948;6.50417468;0.80244;2.41561;0.45812468;0.415;2.411;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.64458468;3.7846;12.85998468;0.80816;3.00405;0.50278468;0.415;8.12699;0.003
Ростовская область;Константиновский муниципальный район;"60625000";2019;118.493;5.011;113.482;0.678;2.506;1.145;77.004;12.364;19.785;1.584;0.456;1.222;0.32;0.032;2.782;0.14;1.261;0.782;12.335;118.493;5.011;113.482;0.678;2.506;1.145;77.004;12.364;19.785;93.358;1.975;91.383;0.556;1.456;0.384;69.729;0.945;18.313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.493;5.011;113.482;0.678;2.506;1.145;77.004;12.364;19.785
Ростовская область;Константиновский муниципальный район;"60625000";2020;66.7542686;31.99;34.7639356;4.24581;10.07433;2.8951286;7.950652;8.119015;1.479;4.234;2.09481;1.65933;0.2331286;0.023;27.757;2.1503;8.415;2.663;8.124015;61.8522686;27.088;34.7639356;4.24581;10.07433;2.8951286;7.950652;8.119015;1.479;33.6402686;15.577;18.0632836;3.80081;6.22733;0.7141286;6.068011;0.626004;0.627;26.391;26.391;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.489;21.489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.313;21.313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.7542686;31.99;34.7639356;4.24581;10.07433;2.8951286;7.950652;8.119015;1.479
Ростовская область;Красносулинский муниципальный район;"60626000";2019;4220.749;538.851;3681.898;856.478;362.604;1126.866;52.197;1252.556;31.197;86.49;35.018;92.78;46.783;3.608;422.899;801.923;251.96;1077.277;1233.852;4108.316;473.031;3635.285;856.478;334.252;1126.866;52.197;1239.76;25.732;2531.175;241.367;2289.808;851.641;275.395;1078.271;28.742;41.359;14.4;4397.401;4079.907;317.494;0.0;218.088;0.0;0.0;41.626;57.78;4284.968;4014.087;270.881;0.0;189.736;0.0;0.0;28.83;52.315;2620.29;2620.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4220.749;538.851;3681.898;856.478;362.604;1126.866;52.197;1252.556;31.197
Ростовская область;Красносулинский муниципальный район;"60626000";2020;4469.11083;767.716229053;3701.3938562;950.2975414;426.003487;1204.026017;31.9584841;1056.039587;33.0687397;194.6611080526;115.2154798;159.9330994;54.075212;3.1150095;1039.078121;835.7340616;274.6263876;1155.003319;1061.002587;4239.66302;594.6474190526;3645.0148562;950.2975414;397.651487;1204.026017;31.9584841;1033.476587;27.6047397;3789.46887;336.8593180526;3452.6080967;944.6101298;335.202129;1154.2426171;21.1593395;978.0471225;19.3467588;3750.83512;3247.74712;503.088;0.0;218.088;0.0;0.0;227.22;57.78;3521.38731;3074.67831;446.709;0.0;189.736;0.0;0.0;204.657;52.316;275.71231;275.71231;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4469.11083;767.716229053;3701.3938562;950.2975414;426.003487;1204.026017;31.9584841;1056.039587;33.0687397
Ростовская область;Куйбышевский муниципальный район;"60627000";2019;59.213;33.5;25.713;3.823;9.744;2.996;6.584;2.268;0.298;7.238;2.834;8.315;2.071;0.426;26.262;0.989;1.429;0.925;1.842;51.892;26.179;25.713;3.823;9.744;2.996;6.584;2.268;0.298;30.798;7.477;23.321;3.774;9.041;2.729;6.5;0.995;0.282;425.637;425.637;0.0;0.0;0.0;0.0;0.0;0.0;0.0;418.316;418.316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.213;33.5;25.713;3.823;9.744;2.996;6.584;2.268;0.298
Ростовская область;Куйбышевский муниципальный район;"60627000";2020;104.6004447;59.27;45.3304447;4.32459;17.21006;3.2707947;9.319;6.748;4.458;7.238;2.82859;7.79906;1.7647947;0.426;52.032;1.496;9.411;1.506;6.322;97.2794447;51.949;45.3304447;4.32459;17.21006;3.2707947;9.319;6.748;4.458;32.0514447;7.477;24.5744447;3.76859;8.52506;2.4227947;9.15;0.426;0.282;425.637;425.637;0.0;0.0;0.0;0.0;0.0;0.0;0.0;418.316;418.316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.6004447;59.27;45.3304447;4.32459;17.21006;3.2707947;9.319;6.748;4.458
Ростовская область;Мартыновский муниципальный район;"60630000";2019;27.174;11.759;15.415;1.828;6.712;4.497;0.81;1.56;0.008;10.107;1.284;3.132;0.447;0.085;1.652;0.544;3.58;4.05;1.476;27.174;11.759;15.415;1.828;6.712;4.497;0.81;1.56;0.008;9.123;3.154;5.969;1.282;3.056;0.434;0.809;0.388;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.174;11.759;15.415;1.828;6.712;4.497;0.81;1.56;0.008
Ростовская область;Мартыновский муниципальный район;"60630000";2020;16.748819;5.6850085;11.0638784;1.33815;3.9437349;0.361139;0.764;0.678096;3.9787585;2.163;1.20515;2.88653;0.2511401;0.027;3.5220085;0.133;1.0572049;0.11;0.652096;16.748819;5.6850085;11.0638784;1.33815;3.9437349;0.361139;0.764;0.678096;3.9787585;7.848819;2.068;5.780819;1.20815;3.17353;0.292139;0.763;0.344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.748819;5.6850085;11.0638784;1.33815;3.9437349;0.361139;0.764;0.678096;3.9787585
Ростовская область;Матвеево-Курганский муниципальный район;"60631000";2019;1486.891;905.948;580.943;1.123;21.208;8.428;525.759;16.824;7.601;900.19900003;0.876;15.841;6.58;13.141;0.812;0.212;4.702;1.717;3.345;1486.162;905.219;580.943;1.123;21.208;8.428;525.759;16.824;7.601;30.003;3.74900003;26.254;0.158;12.823;5.035;8.075;0.097;0.066;5.351;5.351;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.622;4.622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1486.891;905.948;580.943;1.123;21.208;8.428;525.759;16.824;7.601
Ростовская область;Матвеево-Курганский муниципальный район;"60631000";2020;738.68303289;15.186;723.49703289;2.336456;35.707045;8.47453189;635.226;23.836;17.917;5.97500003;1.419452;22.197118;5.30749589;0.005;9.211;0.917;13.51;3.167;23.854;734.97703289;11.48;723.49703289;2.336456;35.707045;8.47453189;635.226;23.836;17.917;56.92803292;8.70100003;48.22703289;1.402456;22.258045;5.68153189;15.557;1.684;1.644;23.066;23.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.36;19.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;738.68303289;15.186;723.49703289;2.336456;35.707045;8.47453189;635.226;23.836;17.917
Ростовская область;Миллеровский муниципальный район;"60632000";2019;1940.852;346.799;1594.053;12.048;296.707;118.267;460.051;649.838;57.142;27.563;7.687;107.653;50.578;566.767;316.713;3.053;180.121;65.594;82.898;1755.41;161.357;1594.053;12.048;296.707;118.267;460.051;649.838;57.142;1606.345;132.289;1474.056;10.949;288.766;111.762;414.792;601.937;45.85;1779.865;1779.865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1594.423;1594.423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1594.423;1594.423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1940.852;346.799;1594.053;12.048;296.707;118.267;460.051;649.838;57.142
Ростовская область;Миллеровский муниципальный район;"60632000";2020;2930.81253;573.759860016;2357.053195617;211.6965374;753.03988;287.97581;387.72634;650.451541007;66.16308721;189.609000016;191.8855374;504.79088;157.12353;555.704111007;384.15086;19.811;248.249;130.852;94.60395;2717.10838;360.055710016;2357.053195617;211.6965374;753.03988;287.97581;387.72634;650.451541007;66.16308721;1611.27176;160.284760016;1450.987513817;38.9238456;320.20471;112.456143;348.04009;594.486391007;36.87633421;2845.3565;2060.6545;784.702;172.411;419.479;172.098;0.0;0.823;19.891;2631.65235;1846.95035;784.702;172.411;419.479;172.098;0.0;0.823;19.891;1845.36394;1845.36394;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2930.81253;573.759860016;2357.053195617;211.6965374;753.03988;287.97581;387.72634;650.451541007;66.16308721
Ростовская область;Милютинский муниципальный район;"60633000";2019;10.057;4.582;5.475;1.051;1.633;0.193;0.0;2.523;0.075;4.184;1.05;1.435;0.172;0.008;0.398;0.001;0.198;0.021;2.515;10.057;4.582;5.475;1.051;1.633;0.193;0.0;2.523;0.075;7.089;4.186;2.903;1.05;1.435;0.173;0.0;0.243;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.057;4.582;5.475;1.051;1.633;0.193;0.0;2.523;0.075
Ростовская область;Милютинский муниципальный район;"60633000";2020;19.3103296;8.255555001;11.0548746;1.085765;3.75104;0.4884206;1.003654;4.427357;0.298638;4.0900000001;0.851765;2.71304;0.3104206;0.008;4.165555;0.234;1.038;0.178;4.419357;18.2473296;7.192555001;11.0548746;1.085765;3.75104;0.4884206;1.003654;4.427357;0.298638;5.9942186;4.103000001;1.8913186;0.8121;0.702;0.1312186;0.0;0.244;0.002;13.279;13.279;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.216;12.216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.216;12.216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.3103296;8.255555001;11.0548746;1.085765;3.75104;0.4884206;1.003654;4.427357;0.298638
Ростовская область;Морозовский муниципальный район;"60634000";2019;2031.117;110.339;1920.778;88.41;407.887;164.343;1110.353;137.631;12.154;3.92200071;3.124;15.228;5.994;0.108;10.556;1.714;9.286;7.112;88.069;1943.059;22.282;1920.777;88.41;407.887;164.343;1110.352;137.631;12.154;751.438;19.481;731.957;86.499;391.403;156.563;0.322;97.057;0.113;1427.787;1427.786;0.001;0.0;0.0;0.0;0.001;0.0;0.0;1339.729;1339.729;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1328.412;1328.412;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2031.117;110.339;1920.778;88.41;407.887;164.343;1110.353;137.631;12.154
Ростовская область;Морозовский муниципальный район;"60634000";2020;2516.660679303;229.186380167;2287.4741393;180.43681;578.19891;197.4097493;1118.28438;172.4417;40.70259;177.86762151;174.55311;545.56581;165.2865493;0.349;51.31876000375;5.8841;32.6331;32.1232;172.0957;2372.8513193025;85.3790201665;2287.4721393;180.43681;578.19891;197.4097493;1118.28238;172.4417;40.70259;369.5097993;79.450400164;290.0594393;72.32756;82.20016;25.7006093;7.38546;100.52495;1.9207;2311.99869;2311.99669;0.002;0.0;0.0;0.0;0.002;0.0;0.0;2168.18933;2168.18933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2146.18394;2146.18394;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2516.660679303;229.186380167;2287.4741393;180.43681;578.19891;197.4097493;1118.28438;172.4417;40.70259
Ростовская область;Мясниковский муниципальный район;"60635000";2019;560.775;25.713;535.062;181.3;117.38;24.293;142.2;45.527;24.362;1.111;1.295;10.585;3.714;0.158;24.602;180.005;106.795;20.579;41.538;556.005;20.943;535.062;181.3;117.38;24.293;142.2;45.527;24.362;365.6947;16.716;348.9787;180.8197;106.655;19.491;31.629;9.116;1.268;33.5948;33.5948;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.8248;28.8248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;560.775;25.713;535.062;181.3;117.38;24.293;142.2;45.527;24.362
Ростовская область;Мясниковский муниципальный район;"60635000";2020;611.276596;35.015802001;576.260894;182.710605;122.897516;26.302084;172.207106;39.842555;32.301028;3.8080016616;2.202514;15.664076;7.600762;0.888;31.20780034;180.508008;107.230693;18.701641;37.508555;606.468596;30.210802001;576.257894;182.710605;122.897516;26.299084;172.207106;39.842555;32.301028;382.959079;19.129984001;363.829195;181.675104;107.162061;22.898175;47.503;3.448855;1.142;33.6848;33.6818;0.003;0.0;0.0;0.003;0.0;0.0;0.0;28.8768;28.8768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;611.276596;35.015802001;576.260894;182.710605;122.897516;26.302084;172.207106;39.842555;32.301028
Ростовская область;Неклиновский муниципальный район;"60636000";2019;399.902;5.152;394.75;1.664;61.717;30.16;247.654;40.859;12.696;0.003;0.127;3.846;2.925;0.11;3.71;0.417;11.381;7.086;35.03;399.349;4.599;394.75;1.664;61.717;30.16;247.654;40.859;12.696;285.704;2.126;283.578;1.242;57.295;25.105;188.124;8.887;2.925;3.497;3.497;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.944;2.944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;399.902;5.152;394.75;1.664;61.717;30.16;247.654;40.859;12.696
Ростовская область;Неклиновский муниципальный район;"60636000";2020;386.66864703;20.456;366.21264703;4.00297;80.58365;38.94102703;161.028;49.905;31.752;3.958;2.27197;55.88865;24.11802703;0.136;15.73;1.711;24.424;14.622;51.997;383.93464703;17.722;366.21264703;4.00297;80.58365;38.94102703;161.028;49.905;31.752;192.18864703;10.222;181.96664703;3.07497;65.72465;26.68002703;68.66;6.009;11.818;34.311;34.311;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.577;31.577;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.841;27.841;0.0;0.0;0.0;0.0;0.0;0.0;0.0;386.66864703;20.456;366.21264703;4.00297;80.58365;38.94102703;161.028;49.905;31.752
Ростовская область;Обливский муниципальный район;"60640000";2019;38.311;26.329;11.982;2.341;5.112;1.264;0.0;3.265;0.0;4.702;1.574;4.137;0.621;0.027;21.627;0.767;0.975;0.643;3.238;22.175;10.193;11.982;2.341;5.112;1.264;0.0;3.265;0.0;12.325;4.155;8.17;2.325;4.728;1.103;0.0;0.014;0.0;966.262;966.262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;950.126;950.126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.311;26.329;11.982;2.341;5.112;1.264;0.0;3.265;0.0
